"Fotografin","Architekt, Künstler","Bezeichnung Gebäude/Ort","Ortsangabe, Straßenangabe","Systematik","Besitz","Dateiname","Anzahl Kontaktabzüge je Karteikarte","Datum der Inventarisierung","Creditline","Motiv Inhalt","Entstehungsjahr","original_filename","flickr_id","url_t","url_s","url_sq","url_m","url_o","pathalias","title","Breitengrad","Längengrad","Radius "
"Gisela Dutschmann (*1933)","Karl-Ernst Swora, Urheber/in (Altrauthen *1933)
Emil Leibold, Urheber/in (Offenbach 1905 - 1996 Berlin)
 ","Ungarische Botschaft","Berlin, Mitte, Unter den Linden","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158848.jpg",6,"10/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau 
Verwaltungsgebäude
Ungarische Botschaft (Architekt: Kollektiv Karl-Ernst Swora)
Polnische Botschaft (Architekt: Kollektiv Emil Leibold)
PKWs, u.a. Trabant
Motorrad
Passanten
Straßenlaternen
Im Hintergrund Neubebauung",1967,"158848.jpg",13560887394,"https://farm3.staticflickr.com/2930/13560887394_a95703498d_t.jpg","https://farm3.staticflickr.com/2930/13560887394_a95703498d_m.jpg","https://farm3.staticflickr.com/2930/13560887394_a95703498d_s.jpg","https://farm3.staticflickr.com/2930/13560887394_a95703498d.jpg","https://farm3.staticflickr.com/2930/13560887394_ee0a9f0962_o.jpg","okfde",158848,"52.516770","13.381042 ",10
"Gisela Dutschmann (*1933)","Karl-Ernst Swora, Urheber/in (Altrauthen *1933)
 ","Straßenansicht","Berlin, Mitte, Unter den Linden/Otto-Grotewohl-Straße (seit 1993 Wilhelmstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158850.jpg",1,"10/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau in Ausführung
Ungarische Botschaft (Architekt: Kollektiv Karl-Ernst Swora)
Baustelle
Bauzaun
Stahlbetonskelettbauweise
PKW EMW
Turmdrehkräne
Betonfertigteile
Ziegelstapel
Straßenlaterne
Passanten",1965,"158850.jpg",13560881594,"https://farm4.staticflickr.com/3694/13560881594_2181d75db8_t.jpg","https://farm4.staticflickr.com/3694/13560881594_2181d75db8_m.jpg","https://farm4.staticflickr.com/3694/13560881594_2181d75db8_s.jpg","https://farm4.staticflickr.com/3694/13560881594_2181d75db8.jpg","https://farm4.staticflickr.com/3694/13560881594_a9ec73835c_o.jpg","okfde",158850,"52.516593","13.386267 ",15
"Gisela Dutschmann (*1933)","Manfred Hörner, Urheber/in
 ","Ministerium für Volksbildung","Berlin, Mitte, Unter den Linden/Otto-Grotewohl-Straße (seit 1993 Wilhelmstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158854.jpg",1,"10/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau
Ministerium für Volksbildung
Verwaltungsgebäude
PKW Tatra
Straßenlaterne",1967,"158854.jpg",13560525965,"https://farm8.staticflickr.com/7386/13560525965_4688064e0f_t.jpg","https://farm8.staticflickr.com/7386/13560525965_4688064e0f_m.jpg","https://farm8.staticflickr.com/7386/13560525965_4688064e0f_s.jpg","https://farm8.staticflickr.com/7386/13560525965_4688064e0f.jpg","https://farm8.staticflickr.com/7386/13560525965_3dd29f9432_o.jpg","okfde",158854,"52.516270","13.381114 ",35
"Gisela Dutschmann (*1933)","Manfred Hörner, Urheber/in
 ","Ministerium für Volksbildung","Berlin, Mitte, Unter den Linden/Otto-Grotewohl-Straße (seit 1993 Wilhelmstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158857.jpg",4,"10/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau 
Ministerium für Volksbildung
Verwaltungsgebäude
PKWs
Straßenlaterne
Passanten",1965,"158857.jpg",13560872764,"https://farm8.staticflickr.com/7076/13560872764_5a64e42202_t.jpg","https://farm8.staticflickr.com/7076/13560872764_5a64e42202_m.jpg","https://farm8.staticflickr.com/7076/13560872764_5a64e42202_s.jpg","https://farm8.staticflickr.com/7076/13560872764_5a64e42202.jpg","https://farm8.staticflickr.com/7076/13560872764_8d26e50dce_o.jpg","okfde",158857,"52.516270","13.381114 ",35
"Gisela Dutschmann (*1933)","Manfred Hörner, Urheber/in
 ","Ministerium für Volksbildung","Berlin, Mitte, Unter den Linden/Otto-Grotewohl-Straße (seit 1993 Wilhelmstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158858.jpg",3,"10/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau in Ausführung
Ministerium für Volksbildung
Baustelle
Baugerüst
Verwaltungsgebäude
Straßenlaterne",1964,"158858.jpg",13560576063,"https://farm4.staticflickr.com/3724/13560576063_b45bbddfe7_t.jpg","https://farm4.staticflickr.com/3724/13560576063_b45bbddfe7_m.jpg","https://farm4.staticflickr.com/3724/13560576063_b45bbddfe7_s.jpg","https://farm4.staticflickr.com/3724/13560576063_b45bbddfe7.jpg","https://farm4.staticflickr.com/3724/13560576063_21eb47441d_o.jpg","okfde",158858,"52.516270","13.381114 ",35
"Gisela Dutschmann (*1933)","Manfred Hörner, Urheber/in
 ","Ministerium für Volksbildung","Berlin, Mitte, Unter den Linden/Otto-Grotewohl-Straße (seit 1993 Wilhelmstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158859.jpg",2,"10/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubauten
Ministerium für Volksbildung
Verwaltungsgebäude
PKWs
Straßenlaternen
Passant
Im Hintergrund Baustelle",1965,"158859.jpg",13560511665,"https://farm6.staticflickr.com/5319/13560511665_f392cc0518_t.jpg","https://farm6.staticflickr.com/5319/13560511665_f392cc0518_m.jpg","https://farm6.staticflickr.com/5319/13560511665_f392cc0518_s.jpg","https://farm6.staticflickr.com/5319/13560511665_f392cc0518.jpg","https://farm6.staticflickr.com/5319/13560511665_d8b747d2a2_o.jpg","okfde",158859,"52.516270","13.381114 ",35
"Gisela Dutschmann (*1933)","Manfred Hörner, Urheber/in
 ","Ministerium für Volksbildung","Berlin, Mitte, Unter den Linden/Otto-Grotewohl-Straße (seit 1993 Wilhelmstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158860.jpg",2,"10/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau 
Ministerium für Volksbildung
Verwaltungsgebäude
PKWs
Straßenlaterne
Sitzbank",1965,"158860.jpg",13560555213,"https://farm4.staticflickr.com/3739/13560555213_905515c66e_t.jpg","https://farm4.staticflickr.com/3739/13560555213_905515c66e_m.jpg","https://farm4.staticflickr.com/3739/13560555213_905515c66e_s.jpg","https://farm4.staticflickr.com/3739/13560555213_905515c66e.jpg","https://farm4.staticflickr.com/3739/13560555213_b5cb0526e7_o.jpg","okfde",158860,"52.516270","13.381114 ",35
"Gisela Dutschmann (*1933)","Manfred Hörner, Urheber/in
 ","Ministerium für Volksbildung","Berlin, Mitte, Unter den Linden/Otto-Grotewohl-Straße (seit 1993 Wilhelmstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158861.jpg",3,"10/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau 
Ministerium für Volksbildung
Verwaltungsgebäude
PKW Wolga GAZ-21
Straßenlaternen
Blumenkübel
Grunfläche",1965,"158861.jpg",13561902664,"https://farm8.staticflickr.com/7074/13561902664_9764231826_t.jpg","https://farm8.staticflickr.com/7074/13561902664_9764231826_m.jpg","https://farm8.staticflickr.com/7074/13561902664_9764231826_s.jpg","https://farm8.staticflickr.com/7074/13561902664_9764231826.jpg","https://farm8.staticflickr.com/7074/13561902664_139b70d380_o.jpg","okfde",158861,"52.516270","13.381114 ",35
"Gisela Dutschmann (*1933)","Manfred Hörner, Urheber/in
 ","Ministerium für Volksbildung","Berlin, Mitte, Unter den Linden/Otto-Grotewohl-Straße (seit 1993 Wilhelmstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158863.jpg",2,"10/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau in Ausführung
Ministerium für Volksbildung
Verwaltungsgebäude
Baustelle
Stahlbetonskelettbauweise
Turmdrehkran
Betonfertigteile
Ziegelstapel
Brandmauer
Altbebauung",1963,"158863.jpg",13561608143,"https://farm4.staticflickr.com/3669/13561608143_dc458722fc_t.jpg","https://farm4.staticflickr.com/3669/13561608143_dc458722fc_m.jpg","https://farm4.staticflickr.com/3669/13561608143_dc458722fc_s.jpg","https://farm4.staticflickr.com/3669/13561608143_dc458722fc.jpg","https://farm4.staticflickr.com/3669/13561608143_a46ed2f04f_o.jpg","okfde",158863,"52.516270","13.381114 ",35
"Gisela Dutschmann (*1933)","Manfred Hörner, Urheber/in
 ","Ministerium für Volksbildung","Berlin, Mitte, Unter den Linden/Otto-Grotewohl-Straße (seit 1993 Wilhelmstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158873.jpg",3,"10/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau in Ausführung
Ministerium für Volksbildung
Verwaltungsgebäude
Baustelle
Stahlbetonskelettbauweise
Turmdrehkräne
Betonfertigteile
Ziegelstapel
Motorrad
Passanten",1963,"158873.jpg",13561894154,"https://farm8.staticflickr.com/7416/13561894154_1b148e4ebb_t.jpg","https://farm8.staticflickr.com/7416/13561894154_1b148e4ebb_m.jpg","https://farm8.staticflickr.com/7416/13561894154_1b148e4ebb_s.jpg","https://farm8.staticflickr.com/7416/13561894154_1b148e4ebb.jpg","https://farm8.staticflickr.com/7416/13561894154_f41058f30e_o.jpg","okfde",158873,"52.516270","13.381114 ",35
"Gisela Dutschmann (*1933)","Manfred Hörner, Urheber/in
 ","Ministerium für Volksbildung","Berlin, Mitte, Unter den Linden/Otto-Grotewohl-Straße (seit 1993 Wilhelmstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158874.jpg",2,"10/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau in Ausführung
Ministerium für Volksbildung
Verwaltungsgebäude
Baustelle
Stahlbetonskelettbauweise
Betonfertigteile
Ziegelstapel
Fahnen
An der Seite Altbau",1963,"158874.jpg",13561888404,"https://farm4.staticflickr.com/3794/13561888404_a40a30fd25_t.jpg","https://farm4.staticflickr.com/3794/13561888404_a40a30fd25_m.jpg","https://farm4.staticflickr.com/3794/13561888404_a40a30fd25_s.jpg","https://farm4.staticflickr.com/3794/13561888404_a40a30fd25.jpg","https://farm4.staticflickr.com/3794/13561888404_010e7b1745_o.jpg","okfde",158874,"52.516270","13.381114 ",35
"Gisela Dutschmann (*1933)","Manfred Hörner, Urheber/in
 ","Ministerium für Volksbildung","Berlin, Mitte, Unter den Linden/Otto-Grotewohl-Straße (seit 1993 Wilhelmstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158877.jpg",2,"10/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau 
Ministerium für Volksbildung
Verwaltungsgebäude
Straßenuhr
Straßenlaternen
Passanten",1965,"158877.jpg",13561591553,"https://farm4.staticflickr.com/3700/13561591553_051d915b21_t.jpg","https://farm4.staticflickr.com/3700/13561591553_051d915b21_m.jpg","https://farm4.staticflickr.com/3700/13561591553_051d915b21_s.jpg","https://farm4.staticflickr.com/3700/13561591553_051d915b21.jpg","https://farm4.staticflickr.com/3700/13561591553_b537b20223_o.jpg","okfde",158877,"52.516270","13.381114 ",35
"Gisela Dutschmann (*1933)","Manfred Hörner, Urheber/in
 ","Ministerium für Volksbildung","Berlin, Mitte, Unter den Linden/Otto-Grotewohl-Straße (seit 1993 Wilhelmstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158878.jpg",1,"10/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau 
Ministerium für Volksbildung
Verwaltungsgebäude
Straßenuhr
PKWs
Omnibus
Passanten
An der Seite Altbau
Grünfläche
Im Hintergrund Baustelle",1967,"158878.jpg",13561521745,"https://farm8.staticflickr.com/7421/13561521745_869ded30bb_t.jpg","https://farm8.staticflickr.com/7421/13561521745_869ded30bb_m.jpg","https://farm8.staticflickr.com/7421/13561521745_869ded30bb_s.jpg","https://farm8.staticflickr.com/7421/13561521745_869ded30bb.jpg","https://farm8.staticflickr.com/7421/13561521745_1925fe4983_o.jpg","okfde",158878,"52.516270","13.381114 ",35
"Gisela Dutschmann (*1933)","Manfred Hörner, Urheber/in
 ","Ministerium für Volksbildung","Berlin, Mitte, Unter den Linden/Otto-Grotewohl-Straße (seit 1993 Wilhelmstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158881.jpg",2,"10/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau in Ausführung
Ministerium für Volksbildung
Verwaltungsgebäude
Baustelle
Stahlbetonskelettbauweise
An der Seite Altbau
Fahnen
Niedrige Ziegelmauer",1963,"158881.jpg",13561581033,"https://farm4.staticflickr.com/3765/13561581033_ee450028a6_t.jpg","https://farm4.staticflickr.com/3765/13561581033_ee450028a6_m.jpg","https://farm4.staticflickr.com/3765/13561581033_ee450028a6_s.jpg","https://farm4.staticflickr.com/3765/13561581033_ee450028a6.jpg","https://farm4.staticflickr.com/3765/13561581033_7c58f4d7cf_o.jpg","okfde",158881,"52.516270","13.381114 ",35
"Gisela Dutschmann (*1933)","Manfred Hörner, Urheber/in
 ","Ministerium für Volksbildung","Berlin, Mitte, Unter den Linden/Otto-Grotewohl-Straße (seit 1993 Wilhelmstraße)","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158882.jpg",2,"10/27/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau in Ausführung
Ministerium für Volksbildung
Verwaltungsgebäude
Baustelle
Stahlbetonskelettbauweise
An der Seite Altbau
Fahnen
Niedrige Ziegelmauer
Fensterrahmen",1963,"158882.jpg",13561576013,"https://farm4.staticflickr.com/3708/13561576013_e2539c1e82_t.jpg","https://farm4.staticflickr.com/3708/13561576013_e2539c1e82_m.jpg","https://farm4.staticflickr.com/3708/13561576013_e2539c1e82_s.jpg","https://farm4.staticflickr.com/3708/13561576013_e2539c1e82.jpg","https://farm4.staticflickr.com/3708/13561576013_be17e6185a_o.jpg","okfde",158882,"52.516270","13.381114 ",35
"Gisela Dutschmann (*1933)","Emil Leibold, Urheber/in (Offenbach 1905 - 1996 Berlin)
 ","Ministerium für Außenhandel und Innerdeutschen Handel (ab 1967 Ministerium für Außenwirtschaft)","Berlin, Mitte, Unter den Linden","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158984.jpg",3,"11/01/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau in Ausführung
Verwaltungsgebäude
Ministerium für Außenhandel und Innerdeutschen Handel (ab 1967 Ministerium für Außenwirtschaft)
Baustelle
Bauzaun
Baugerüst
Stahlbetonskelettbauweise
LKW
Turmdrehkran
Betonfertigteile
Straßenlaternen
Brandwände",1962,"158984.jpg",13561570403,"https://farm8.staticflickr.com/7106/13561570403_2f6778ded8_t.jpg","https://farm8.staticflickr.com/7106/13561570403_2f6778ded8_m.jpg","https://farm8.staticflickr.com/7106/13561570403_2f6778ded8_s.jpg","https://farm8.staticflickr.com/7106/13561570403_2f6778ded8.jpg","https://farm8.staticflickr.com/7106/13561570403_377d9c7c2c_o.jpg","okfde",158984,"52.517351 ","13.387727",35
"Gisela Dutschmann (*1933)","Emil Leibold, Urheber/in (Offenbach 1905 - 1996 Berlin)
 ","Ministerium für Außenhandel und Innerdeutschen Handel (ab 1967 Ministerium für Außenwirtschaft)","Berlin, Mitte, Unter den Linden","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158985.jpg",1,"11/01/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau
Verwaltungsgebäude
Ministerium für Außenhandel und Innerdeutschen Handel (ab 1967 Ministerium für Außenwirtschaft)
Parkplatz
PKWs 
Café
Straßenlaternen
Passanten",1968,"158985.jpg",13561855184,"https://farm4.staticflickr.com/3675/13561855184_52c04d1716_t.jpg","https://farm4.staticflickr.com/3675/13561855184_52c04d1716_m.jpg","https://farm4.staticflickr.com/3675/13561855184_52c04d1716_s.jpg","https://farm4.staticflickr.com/3675/13561855184_52c04d1716.jpg","https://farm4.staticflickr.com/3675/13561855184_ed24357638_o.jpg","okfde",158985,"52.517351 ","13.387727",35
"Gisela Dutschmann (*1933)","Emil Leibold, Urheber/in (Offenbach 1905 - 1996 Berlin)
 ","Ministerium für Außenhandel und Innerdeutschen Handel (ab 1967 Ministerium für Außenwirtschaft)","Berlin, Mitte, Unter den Linden","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158986.jpg",7,"11/01/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau in Ausführung
Verwaltungsgebäude
Ministerium für Außenhandel und Innerdeutschen Handel (ab 1967 Ministerium für Außenwirtschaft)
Baustelle
Fundamentarbeiten
Erdarbeiten
Stahlbetonskelettbauweise
Betonfertigteile",1964,"158986.jpg",13561561173,"https://farm3.staticflickr.com/2883/13561561173_fcae503ef3_t.jpg","https://farm3.staticflickr.com/2883/13561561173_fcae503ef3_m.jpg","https://farm3.staticflickr.com/2883/13561561173_fcae503ef3_s.jpg","https://farm3.staticflickr.com/2883/13561561173_fcae503ef3.jpg","https://farm3.staticflickr.com/2883/13561561173_f3fc8f4296_o.jpg","okfde",158986,"52.517351 ","13.387727",35
"Gisela Dutschmann (*1933)","Emil Leibold, Urheber/in (Offenbach 1905 - 1996 Berlin)
 ","Ministerium für Außenhandel und Innerdeutschen Handel (ab 1967 Ministerium für Außenwirtschaft)","Berlin, Mitte, Unter den Linden","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158992.jpg",4,"11/01/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau in Ausführung
Verwaltungsgebäude
Ministerium für Außenhandel und Innerdeutschen Handel (ab 1967 Ministerium für Außenwirtschaft)
Baustelle
Stahlbetonskelettbauweise
Betonfertigteile
Turmdrehkran
Bauzaun",1963,"158992.jpg",13561557143,"https://farm8.staticflickr.com/7001/13561557143_50d5301324_t.jpg","https://farm8.staticflickr.com/7001/13561557143_50d5301324_m.jpg","https://farm8.staticflickr.com/7001/13561557143_50d5301324_s.jpg","https://farm8.staticflickr.com/7001/13561557143_50d5301324.jpg","https://farm8.staticflickr.com/7001/13561557143_7de9caaea3_o.jpg","okfde",158992,"52.517351 ","13.387727",35
"Gisela Dutschmann (*1933)","Emil Leibold, Urheber/in (Offenbach 1905 - 1996 Berlin)
 ","Ministerium für Außenhandel und Innerdeutschen Handel (ab 1967 Ministerium für Außenwirtschaft)","Berlin, Mitte, Unter den Linden","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158996.jpg",2,"11/01/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau in Ausführung
Verwaltungsgebäude
Ministerium für Außenhandel und Innerdeutschen Handel (ab 1967 Ministerium für Außenwirtschaft)
Baustelle
Baugerüst
Stahlbetonskelettbauweise
Betonfertigteile
Bauzaun
PKWs",1964,"158996.jpg",13561552483,"https://farm8.staticflickr.com/7419/13561552483_c086f568a5_t.jpg","https://farm8.staticflickr.com/7419/13561552483_c086f568a5_m.jpg","https://farm8.staticflickr.com/7419/13561552483_c086f568a5_s.jpg","https://farm8.staticflickr.com/7419/13561552483_c086f568a5.jpg","https://farm8.staticflickr.com/7419/13561552483_25871f12e1_o.jpg","okfde",158996,"52.517351 ","13.387727",35
"Gisela Dutschmann (*1933)","Emil Leibold, Urheber/in (Offenbach 1905 - 1996 Berlin)
 ","Ministerium für Außenhandel und Innerdeutschen Handel (ab 1967 Ministerium für Außenwirtschaft)","Berlin, Mitte, Unter den Linden","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158997.jpg",1,"11/01/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau in Ausführung
Verwaltungsgebäude
Ministerium für Außenhandel und Innerdeutschen Handel (ab 1967 Ministerium für Außenwirtschaft)
Baustelle
Baugerüst
Betonfertigteile
Bauzaun
Im Hintergrund Dorotheenstädtische Kirche",1964,"158997.jpg",13561483805,"https://farm4.staticflickr.com/3749/13561483805_8aa1ff9927_t.jpg","https://farm4.staticflickr.com/3749/13561483805_8aa1ff9927_m.jpg","https://farm4.staticflickr.com/3749/13561483805_8aa1ff9927_s.jpg","https://farm4.staticflickr.com/3749/13561483805_8aa1ff9927.jpg","https://farm4.staticflickr.com/3749/13561483805_6b666d125e_o.jpg","okfde",158997,"52.517351 ","13.387727",35
"Gisela Dutschmann (*1933)","Emil Leibold, Urheber/in (Offenbach 1905 - 1996 Berlin)
 ","Ministerium für Außenhandel und Innerdeutschen Handel (ab 1967 Ministerium für Außenwirtschaft)","Berlin, Mitte, Unter den Linden","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158998.jpg",3,"11/01/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau teilweise in Ausführung
Verwaltungsgebäude
Ministerium für Außenhandel und Innerdeutschen Handel (ab 1967 Ministerium für Außenwirtschaft)
Baustelle
Baugerüst
Blumenkübel
Parkplatz
PKWs u.a. Wolga GAZ-21, Ford 1956
Motorrad
Straßenlaternen
Passanten",1965,"158998.jpg",13561543133,"https://farm4.staticflickr.com/3715/13561543133_ec55e9ed65_t.jpg","https://farm4.staticflickr.com/3715/13561543133_ec55e9ed65_m.jpg","https://farm4.staticflickr.com/3715/13561543133_ec55e9ed65_s.jpg","https://farm4.staticflickr.com/3715/13561543133_ec55e9ed65.jpg","https://farm4.staticflickr.com/3715/13561543133_72967f8ed3_o.jpg","okfde",158998,"52.517351 ","13.387727",35
"Gisela Dutschmann (*1933)","Emil Leibold, Urheber/in (Offenbach 1905 - 1996 Berlin)
 ","Ministerium für Außenhandel und Innerdeutschen Handel (ab 1967 Ministerium für Außenwirtschaft)","Berlin, Mitte, Unter den Linden","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","158999.jpg",2,"11/01/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubau in Ausführung
Verwaltungsgebäude
Ministerium für Außenhandel und Innerdeutschen Handel (ab 1967 Ministerium für Außenwirtschaft)
Baustelle
Bauzaun
Baugerüst
Stahlbetonskelettbauweise
Straßenlaterne
Traktor",1963,"158999.jpg",13561539223,"https://farm3.staticflickr.com/2921/13561539223_a5dc73ece0_t.jpg","https://farm3.staticflickr.com/2921/13561539223_a5dc73ece0_m.jpg","https://farm3.staticflickr.com/2921/13561539223_a5dc73ece0_s.jpg","https://farm3.staticflickr.com/2921/13561539223_a5dc73ece0.jpg","https://farm3.staticflickr.com/2921/13561539223_61999c31b7_o.jpg","okfde",158999,"52.517351 ","13.387727",35
